Name,Price,Color,Image,Link
3 Piece Embroidered Lawn Suit | DW-EF25-19,"Rs.22,990",Purple,https://www.mariab.pk/cdn/shop/files/DWEF2519Front_A_{width}x.jpg?v=1740558042,https://www.mariab.pk/products/dw-ef25-19-purple
3 Piece Embroidered Organza Suit | SF-EF25-53,"Rs.52,990",Lilac,https://www.mariab.pk/cdn/shop/files/SFEF2553LilacFront_A_{width}x.jpg?v=1740467405,https://www.mariab.pk/products/sf-ef25-53-lilac
3 Piece Embroidered Suit | SF-EF23-07R1,"Rs.40,990",Not Available,https://www.mariab.pk/cdn/shop/files/SF_EF_23_07_Front_A_{width}x.jpg?v=1746618890,https://www.mariab.pk/products/sf-ef23-07r1-off-white
3 Piece Embroidered Lawn Suit | DW-EF25-19,"Rs.22,990",Red,https://www.mariab.pk/cdn/shop/files/DWEf2519RedFront_A_{width}x.jpg?v=1740467124,https://www.mariab.pk/products/dw-ef25-19-red
3 Piece Embroidered Lawn Suit | DW-EF25-66,"Rs.26,990",Off,https://www.mariab.pk/cdn/shop/files/DWEF2566Front_A_{width}x.jpg?v=1740216506,https://www.mariab.pk/products/dw-ef25-66-off-white
3 Piece Embroidered Lawn Suit | DW-EF25-60,"Rs.26,990",Teal,https://www.mariab.pk/cdn/shop/files/DWEf2560FeroziFront_A_{width}x.jpg?v=1740216452,https://www.mariab.pk/products/dw-ef25-60-teal
3 Piece Embroidered Organza Suit | SF-EF25-44,"Rs.54,990",Mint,https://www.mariab.pk/cdn/shop/files/SFEF2544MintGreenFront_A_{width}x.jpg?v=1740216312,https://www.mariab.pk/products/sf-ef25-44-mint-green
3 Piece Embroidered Organza Suit | SF-EF25-44,"Rs.54,990",Lilac,https://www.mariab.pk/cdn/shop/files/SF_EF_25_44_Lilac_Front_A_{width}x.jpg?v=1742548275,https://www.mariab.pk/products/sf-ef25-44-lilac
3 Piece Embroidered Doby Lawn Suit | DW-EF25-68,"Rs.25,990",Pink,https://www.mariab.pk/cdn/shop/files/DWEF2568PinkFront_A_{width}x.jpg?v=1740216199,https://www.mariab.pk/products/dw-ef25-68-pink
3 Piece Embroidered Suit | DW-EF21-04R1,"Rs.21,990",Not Available,https://www.mariab.pk/cdn/shop/files/DW_Ef_21_04_Blue_R_Front_A_{width}x.jpg?v=1740572601,https://www.mariab.pk/products/dw-ef21-04r1-teal-blue
3 Piece Embroidered Self Jacquard Lawn Suit | DW-EF25-03,"Rs.27,990",Black,https://www.mariab.pk/cdn/shop/files/DWEF2503BlackFront_A_{width}x.jpg?v=1740033817,https://www.mariab.pk/products/dw-ef25-03-black
3 Piece Embroidered Lawn Suit | DW-EF25-83,"Rs.23,990",Teal,https://www.mariab.pk/cdn/shop/files/DWEF2583TealFront_A_{width}x.jpg?v=1739887245,https://www.mariab.pk/products/dw-ef25-83-teal
3 Piece Embroidered Self Jacquard Lawn Suit | DW-EF25-71,"Rs.22,990",Pink,https://www.mariab.pk/cdn/shop/files/DWEF2571PinkShadedFront_A_{width}x.jpg?v=1739887183,https://www.mariab.pk/products/dw-ef25-71-pink-shaded
3 Piece Embroidered Raw Silk Suit | SF-EF25-01,"Rs.57,990",Maroon,https://www.mariab.pk/cdn/shop/files/SF-EF25-01_Maroon_Front_A_{width}x.jpg?v=1741082241,https://www.mariab.pk/products/sf-ef25-01-maroon
3 Piece Printed Lawn Suit | DW-EF25-90,"Rs.23,990",Pink,https://www.mariab.pk/cdn/shop/files/DWEf2590PinkFront_A_{width}x.jpg?v=1739612728,https://www.mariab.pk/products/dw-ef25-90-printed-pink
3 Piece Embroidered Lawn Suit | DW-EF25-07,"Rs.21,990",Pink,https://www.mariab.pk/cdn/shop/files/DW-EF25-07PinkFront_A_{width}x.jpg?v=1739612613,https://www.mariab.pk/products/dw-ef25-07-pink
3 Piece Embroidered Lawn Suit | DW-EF25-07,"Rs.21,990",Blue,https://www.mariab.pk/cdn/shop/files/DWEF2507BlueFront_A_{width}x.jpg?v=1739612560,https://www.mariab.pk/products/dw-ef25-07-light-blue
3 Piece Embroidered Self Jacquard Lawn Suit | DW-EF25-43,"Rs.25,990",Magenta,https://www.mariab.pk/cdn/shop/files/DW_EF_25_43_Front_A_{width}x.jpg?v=1742543433,https://www.mariab.pk/products/dw-ef25-43-magenta
3 Piece Embroidered Cotton Net Suit | DW-EF25-88,"Rs.28,490",Mint,https://www.mariab.pk/cdn/shop/files/DWEf2588GreenFront_A_{width}x.jpg?v=1739531321,https://www.mariab.pk/products/dw-ef25-88-mint-green
3 Piece Embroidered Suit | DW-EF22-06R1,"Rs.23,990",Not Available,https://www.mariab.pk/cdn/shop/files/dw-ef22-06-grey_bc0225c4-584a-40f1-8bd6-8bc3fbdb10f1_{width}x.jpg?v=1739433737,https://www.mariab.pk/products/dw-ef22-06r1-green
3 Piece Embroidered Suit | SF-EF22-03R1,"Rs.35,490",Not Available,https://www.mariab.pk/cdn/shop/files/sf-ef22-03-plum_98a15061-d840-45d3-ba1f-9fe0123642dc_{width}x.jpg?v=1739262967,https://www.mariab.pk/products/sf-ef22-03r1-plum
3 Piece Embroidered Paper Cotton Suit | DW-EF25-78,"Rs.26,490",Magenta,https://www.mariab.pk/cdn/shop/files/DWEF2578FrontMagenta_A_{width}x.jpg?v=1739262667,https://www.mariab.pk/products/dw-ef25-78-magenta
3 Piece Embroidered Suit | SF-EF21-07R1,"Rs.36,990",Not Available,https://www.mariab.pk/cdn/shop/files/SF_EF_21_07_Pink_Front_A_{width}x.jpg?v=1746618123,https://www.mariab.pk/products/sf-ef21-07r1-pink
3 Piece Embroidered Paper Cotton Suit | DW-EF25-78,"Rs.21,192",Coffee,https://www.mariab.pk/cdn/shop/files/DW_EF_25_78_Front_A_{width}x.jpg?v=1742543823,https://www.mariab.pk/products/dw-ef25-78-coffee
3 Piece Embroidered Suit | SF-EF21-07R1,"Rs.36,990",Not Available,https://www.mariab.pk/cdn/shop/files/SF_EF_21_07_Green_Front_A_{width}x.jpg?v=1746617386,https://www.mariab.pk/products/sf-ef21-07r1-green
3 Piece Embroidered Dobby Lawn Suit | DW-EF25-151,"Rs.22,990",Lilac,https://www.mariab.pk/cdn/shop/files/DW_EF_25_151_Lilac_Front_B_{width}x.jpg?v=1742544208,https://www.mariab.pk/products/dw-ef25-151-lilac
